review_id,date_of_stay,review_rating,review_title,review_text
493188045,May 2017,5.0,True meaning on High Class!,"I must say as experienced traveller that Armani Hotels are best properties I have ever stayed! After being few times in Armani Dubai i had no doubt about booking Armani Milan while staying in this metropolitan city. And guess what! It exceeded even my expectations! Hotel is wonderful - usual Armani minimalist style with impeccable design! Service is focused on personalised touch - from the check in to check out - personal would know your name (to my biggest surprise, how do they do it!), they literally take care of the smallest request you ask for. Rooms are totally digitalised and have best amenities and features! Restaurants are so posh and stylish you just feel like real diva there! SPA is on the top floor - oh you just have to see it! The location is at the epicentre of Milan - literally! In the same building you have Armani Hashi (Japanese restaurant) and Armani Prive (nightclub) both places are main happening in the city! Really, there is not even one single thing i would say that was negative even in shadows! Such reflection of glamour and style! Amazing job!"
489374015,May 2017,5.0,Design is in the details,"The room is definitely not spacious for a five stars hotel, but it compensated by the great design and hospitality. Elegant design for the entrance(room), hidden mini bar, terrace, spy mirrors in the bathroom, headboard of the bed. All details were well considered, the light, the smell, the door handles. Great quality of toilette, slipper, tea, tableware...The concierge, spa area and front desk are polite and helpful.Breakfast missing fresh cut fruits and healthy mueslis."
487977148,May 2017,5.0,Good quality boutique hotel in great location,"I have spent two nights with my wife at this very cool place.We choose it mainly for the location associated with the correct price.The overall experience was in line with our expectations.Concierge/front desk service was efficient, prompt and professional.The suite decor and amenities were in line with the standard of the hotel.Some small issues with the television/ipad control were tackled without delay.Good breakfast in a nice ambiance."
484906327,May 2017,5.0,Experience the excellence...,"There is one only way to feel the 5 stars luxury experience in Italy and that is when years of the experience of traveling the world and working for top hospitality Companies come to maturity and express Hotel Management at its best. Not a single detail is left unattended, always with a natural and calm management approach that never disturbs the magic of the experience at the Armani Hotel.Director Mirko Aru leads the managing orchestra providing the perfect Performance.Bellissimo! Bravi tutti!!!"
483881944,May 2017,5.0,"Enjoyable stay at Armani, Milano",Excellent stay will ask friends and family to consider this hotel in the future. Like to overall service but limited choice for vegetarian meals in restaurant and bar menu. Room controls can be confusing for some people.
480182671,April 2017,5.0,Great Property with cordial Staff!,"It was a great experience. We enjoy five days in The hotel and where able to experience almost every aspect. All employees where cordial, attentive and respectful. The always try to makes feel satisfied."
477816868,April 2017,5.0,Dinner at armani,Absolutely fantastic dinner!!!and amazing  wine selection...Dennis was great in selecting wine related to each single course! I was deeply impressed by the service. Everyone was trying to creat the best atmosphere. I suggest to go and try once in your life.
476685377,April 2017,5.0,great,"great ,very good service nice personal,very good locaion,very good room,nice lounge,and very nice restaurant,i would recommend this hotel for anyone looking for a great hotel with a very good service and very well located"
473543371,April 2017,4.0,Best location in Milan,"Despite the fiera del mobile , the service and the attention of the staff of Armani Hotel in this peak season was very good.If u came in same season be aware that price and place are at very high either to stay either to eat around the fabulous quadrilatero della moda!"
472910780,April 2017,5.0,Five stars not only on paper,"Entering Armani hotel you immediately realize that nothing has been left to the case: every detail is fancy, the atmosphere is unique, the view on Milan's skyline leaves you breathless. The sophisticated Armani style shapes everything to make your stay unique. I love rooms, common areas, the Bamboo bar and also the restaurant, that I love specially in the daytime because it benefit from a very special light.And what about the spa? Is one of the best in town as well. Amazing skyline. Cozy atmosphere.  If you book a treatment with Massimo, you'll get the best body massage of your life. Try to believe. A five stars experience at all...enjoy!"
472865288,January 2017,5.0,Elegance in every way,"Excellent location and staff, room spacious and comfortable, with good wifi and spotlessly clean. Everything on your doorstep and good staff knowledge of Milan. Would differently stay again.  Dogs are also warmly welcomed which was great to see. There is a and underground railway nearby, a tram stop outside the hotel and all of the top shopping streets and areas are within easy walking distance, as are many excellent restaurants and tourist sites. Breakfast is not included and the prices for it are a bit high around 40 euros, but there is a variety of foods on the buffet to choose from and cooked dishes are done just the way they should be. The Bamboo bar located in the hotel is very busy since it is quite popular with non-hotel guests. We will definitely be back to stay when we come back to Milan again.Stayed January 2017, traveled as a couple"
472822003,March 2017,5.0,Iconic hotel living up to its reputation,Staff was extremely friendly. The whole girl is very stylish and living up to its iconic reputation in the middle of Milan's fashion district. I traveled with my wife and baby and the hotel was a perfect choice. Rooms are very stylish to but start to look a bit worn.
462996219,February 2017,5.0,Perfection,"I stayed at the Armani Hotel for three nights at the beginning of February and I couldn't be happier. The hotel is simply amazing. The staff was the nicest and of course the location is perfect. And the best part: The rooms !!!! I've never been in such an amazing, luxurious and spacious Room. It has a small hall that can be closed, a beautiful coffee station and the most amazing and huge bathroom. Everything is controlled with an iPad, but is very easy (I'm not technological at all). That Bamboo Bar is stunning, as everything else in the hotel. The only thing as a negative I have to mention, but that didn't really bothered me at all, is that the carpet in the room looks a little bit used. It was perfectly cleaned, don't get me wrong, but you can see the five years that it has been there. If you have the opportunity to stay here, DO IT ! You won't regret it. It's expensive, yes, but the experience is completely worth it."
461994197,February 2017,5.0,"""Between Breira and Via Napoleone""","We have stayed one week at Armani-hotel Milano.It is situated between Breira and Via Napoleone.This time we had a deluxe-room in the third floor.The room was big enough,but a little bit dark.The bath-room was spacious and very clean.The staff is very competent and friendly.We spent much time in the beautiful spa and had beautiful evenings in the bar.We will return."
459152620,February 2017,5.0,One of the best hotels ever,"Even though the room charge of this hotel is amongst the highest in Milan, it's definitely worth a splash if you are after impeccable service, stylish big room, super comfy bed, fantastic sound system and in-room tv/music/movie entertainment, and sumptuous breakfast. If I have to find fault with this place, I would say the ambience here is rather cold and formal (probably part and parcel for being chic and fancy). Nonetheless, I would rate this hotel as one of the best in town."
455456048,January 2017,5.0,High end. Excellent,"Fine diening in milan. Excellent quality of food in a high end restaurant with a plesent bar. Tables are a bit closer to each other, however service meno and food quality is 1st class.Per person a 100€ you should calculate plus wine but is worth if you appreciate something special."
449445451,September 2016,5.0,Top-branded luxurious hotel,"Which hotel could you ask for the best when you visit Milan? Armani Hotel! And I did it! Although it was really pricey but it was (maybe) once in a lifetime experience. And it was really worth it.... The design is minimalist and very luxurious from the room, the bathroom, the amenities.... and the gym: woww! It was really-really an amazing experience spending a few nights in this hotel... If I could afford, surely I will be back to this hotel again when I'm back to Milan...."
449083731,December 2016,5.0,best atmosphere in Milan,"I went to Milan for a 2 days business trip and I have a chance to stay in such a wonderful place in which the personnel is taking care about you and treating as a king... amenities are top, location perfect, experience awesome overall"
448439666,December 2016,5.0,Excellent Hotel in Milano,"Above any ""cliche"" or ideas that this kind of Hotel can potentially put in mind, The Armani Hotel is a real luxury experience where calm and serenity join a world of design and relax. Comfortable and discreet with an excellent service the furnitures and decoration are quiet and sober with nice colors in light beige/grey/black and inventive material and lighting. The room are very large and well designed with a fantastic bathroom, and a high tech touchpad control through an Ipad very complete (Much better than what 4 season is trying to develop). The Lounge bar and the restaurant at the breakfast are the place to spent time ; extraordinary light and ambiance at any hour of the day, fantastic views of the city, Realxing music all along the day. The Food was excellent during our stay and the service was at the level and fine. The Spa is quite, pleasant, smaller than expected but nice and again with those views of the city. The Gym is complete with enough machines. An experience to recommend. We spent a few days in a nice Oasis in Milano, thanks to Giorgio for the excellent conception and touch of details."
448213519,December 2016,5.0,Nice minimalis style hotel,"The room & bathroom are spacious. Spacious showers too. Great amenities & facilities (gym, spa, turkish bath). The minibars are free except the soda. Staffs are helpful & nice. Breakfast has many varieties."
444770081,December 2016,5.0,Best hotel experience ever !,"My husband and I travel a lot and have visited many many hotels all over the world. We have to say that Armani Hotel is the most fantastic and outrageous hotel we have ever experienced. We loved the decor, our room, the spa and the all over service in general.   Thank you for a lovely stay."
440403854,November 2016,5.0,"Beautiful Lounge, Exceptional Staff","We just got back from a trip to Milan and visited the Armani Hotel multiple times to have food and drinks in their Lounge upstairs. The lounge has warm modern ambiance, the staff were incredibly kind and accommodating, and the food fantastic. We fell in love with this place. We will definitely be back again."
439552708,November 2016,5.0,Beat expectations!,"If you want something different in terms of interior design and uniqueness, away from traditional hotels where hospitality is still of high standards then the Armani hotel is the best option in Milan. Service is at its best with all the staff very polite and helpful. Rooms are of good size, very clean and all refreshments and small nibbles and chocolates complimentary. There is also a Nespresso machine. (small things but make a difference). Everything in the room is controlled from an iPad which adds to the sleek nature of the hotel. Bathroom is big offering a shower and bath tub.The lounge bar is modern, with good selection of drinks and food and nice music. We ate at the lounge and the restaurant and would definitely recommend the restaurant in terms of value and quality. We had an amazing 3 course lunch at the restaurant overlooking the Duomo and clearly the food and the service meet the standards of a Michelin restaurant. Would definitely recommend if you visit the hotel to have a lunch or dinner there.There is also a spa and gym with a view of Milan from the top which is amazing.Would definitely go back and recommend for a stay."
439180849,November 2016,5.0,"Excellent hotel, Fantastic experience.","Everything about the hotel is simply outstanding. The quality of service, the friendly multilingual staff, the interior and exterior of the hotel, the quality of the room. The bathroom is gorgeous, the walking closet is fantastic. The bed is so comfortable, and the most interesting thing about the room is that you can control everything through the rooms ipad. Everything meaning, the lights/curtains/tv/DND wake up calls/ laundry... Unfortunately I didn't get the chance to spend time in the lounge but it looked great. The location of the hotel is excellent since its the middle of the city center and close to all the luxury shops/restaurants. The welcoming staff are very friendly, well versed, and presentable. my flight arrived 8 am and my check in was not until 3 pm, but the staff provided my room in 10 mins, which was a wonderful gesture and great service from them. Armani hotel Milan is definitely a 10+ and you feel at home and welcomed by everyone, the price is a bit high but to a certain extent the experience is worth it."
433787721,November 2016,5.0,Honeymoon,I booked this hotel Twice I usually take suite room and I also booked it as a gift for my nephew for his honeymoon it's the best stylish hotel in town .  You need to try it at least once to be able to love it .
432864665,September 2016,5.0,Classy,"From the entrance to the bathrooms, everything was just stunning. Amazing service from every worker. Drinks where gorgeous, slightly pricey but totally worth it. The atmosphere is very welcoming and buzzy, would definitely recommend, especially for special occasions."
426692920,October 2016,5.0,Truly service from heart,"I love to stay in this hotel. Location very best place for who love shopping and love to see old part of Milano.All the staff very kind, helpful, informative, and all you got the hospitality truly from heart."
425204661,September 2016,4.0,Italian design hotel,This hotel has a good location . The staff was friendly and helpful. The room was not so big  but  the bathroom was large and elegant. The breakfast was reach and various with fresh product. The only negative point is that you can hear from one room to the other.
425278722,September 2016,5.0,PERFECT HOTEL,"THE HOTEL IS IN ALL THE FACALITYS THE BEST Personal is very good en nice food and drinks lovely,bamboo bar super Room a dream to see,internet en tv great lights en moods perfect.Restaurant very nice en good to eat the mood in restaurant is perfect to enjoy"
423850954,September 2016,5.0,Excellent service,"**This is a review for a group booking **I have not stayed in the hotel myself but, I have worked with them twice for our annual event in Milan.  We book a lot of VIPs and celebrities. The service at Armani Milano is top notch and they are very responsive to all the requests we make. Would definitely love to work with them again."
420752494,September 2016,5.0,5 star hotel in high end shopping area,"room very comfortable and spacious,all staffs that we have encountered very helpful and friendly.good meal for breakfast,as we did not try dinning.hotel standard to my opinion is at par to fourseason hotel"
419772434,September 2016,5.0,Vacaciones en Milán,"Extraordinario hotel , instalaciones modernas elegantes con diseño, spa y gym insuperables comida y bebidas en el restaurante y en el Bamboo lounge excelentes y el servicio francamente destacable . Milán en este hotel se vive mejor, sin duda alguna Extraordinary hotel, elegant , beatiful design and modern facilities, spa and gym spectacular,  food and drinks at the restaurant and at the Bamboo lounge are excellent and frankly they have an  outstanding service. Milan, in this hotel, it's better, no doubt about it"
418875111,March 2016,5.0,Weekend spa,"ONE if the newest hotel in milano, very Armani style , Classy , Italian. Everything here is excellent from the Service to rooms, food, and location. The Best part is the spa, i think the Best in milano. If you like Armani you will enjoy."
417638811,September 2016,5.0,Hotel No. 1 in Milan,"The best hotel in Milan. Luxury, great location next to all fashion stores, nice staff, all facilities you need are there, clean and wonderful rooms with high technology controls & features. It's basically the top luxury hotel in Milan by all means and it's worth every penny you spent on your stay at this 7 stars Hotel. Enjoy your time @ Armani Hotel in Milan."
416970846,August 2016,5.0,Wonderful Experience! What could be better than Armani?,"I surprised my 18 year old Daughter with a stay at the beautiful Armani Hotel Milano in August. A wish she has had for five years and thought might not ever come true. We travelled 18 hours from Philadelphia to Milan, arriving tired and cranky and stepped out of the taxi into an 'oasis'. From the moment you pass by the Armani Hotel Mercedes transport at the front door and the three handsome Italian men complete in their ""Armani"" couture, you KNOW you have stepped in to pure Milano. Even the smell past the front doors was charismatic. Was that really Rosmarino?? The elegant elevator lifts you up to a place even more beautiful than that last introduction. Step left and you are greeted by the most helpful and welcoming reception crew- promising to make every request their most important task for the day. I wish I could remember the names of the two lovely women who helped us daily with every request, from shopping choices to reserving a table each night at one of Milan's best restaurants. ( Il Salumaio di Montenapol, Il Coriandolo and Da Giacomo were wonderful choices). They were so helpful and professional and deserve to be commended. The breakfast (not included) was served in the restaurant which had beautiful views while eating a somewhat limited assortment, but hey, who wants to take time eating when there is so much shopping to do?? Our room was like sleeping in the latest Armani suit-all the famous Armani colors amidst lighting and music which could be controlled and dimmed via an Ipad... of course. I mean... this is Armani! We did not, however have a view with our standard room, but I am sure most other rooms do. Let's talk bathroom. Absolutely breath-taking! Almost as big as the bedroom. Armani products (full size) and cushiony bath towels that are plush enough for pool-side. Oh .. yes. The pool... On the rooftop with a glass enclosure to see the sun/moon as you swim. Pure, pure heaven. If I can think of only ONE thing which stood out the most at this fabulous hotel, it would be the kindness and sincerity of everyone working at the hotel. Each beautiful Armani employee took the time to talk to you and ask if there was anything they could do to make our stay more perfect. Thank you again. We will return. Bravo!"
410891332,July 2016,5.0,Always an outstanding hotel,"I got a Classic Suite with a terrace overlooking Milan with an Armani style bamboo garden. The room was sublime with an extraordinary en suite bathroom. More than comfortable for my needs in this business trip. I recommend asking for the room n. 501. Room service breakfast was great. Never tried in my previous stay. The staff is, as always, very accommodating and helpful. Always an outstanding hotel. Highly recommended."
394534636,July 2016,5.0,"best location, best service","We stayed at the Armani Milano for 3 nights. Thumbs up for service and everyone is trained to be super responsive, unheard of in Europe. Location is amazing and you are smack in the heart of the shopping district of Via Monte Napalone. Every room comes with a iPad which controls TV channels, lights, AC, curtains. Very smart of the hotel to provide bar snacks and drinks FOC. Cost little but perceived value is high by client. Highly recommended for anyone traveling to Milan"
391120171,July 2016,5.0,"Superb, subtle, sophisticated with wonderful staff","We spent a couple of hours in their bar having pre-dinner drinks.The hotel oozes understated sophistication yet is welcoming and incredibly calming. Minimalist decor in a 'Kelly Hoppen style' but very tasteful and relaxing.The bar is high up in the hotel and has roof top views, great decor, fabulous cocktails (including excellently made classics), nice 'nibbles', and all reasonably priced. The staff could not have been nicer and we saw a couple of rooms which looked fabulous!Definitely go!!"
389813862,November 2015,5.0,Spa with a Spectacular view,"I have twice used Armani hotel's magnificent spa, first a couple of years ago after making a technical visit to the hotel with colleagues from a design course. I was so impressed with the Spa and the staff that I returned for a treatment the next evening and again the following morning. On my last trip to Milan, I could not resist treating myself again to a massage and a couple of hours to escape the cold of the coming winter sitting in the jetpool or beside it while sipping on a green tea. My favorite is the individual saunas and steam rooms. You can sit in your personal sauna while looking out over Milan's beautiful rooftops! It's an incredible and unique way to unwind."
384497286,June 2016,5.0,Best service of any luxury hotel,The elegance and attention to detail were delightful and did not disappoint. Perhaps more unexpected was the warmth and charm of the staff : from the ever smiling Roberta on the front desk to Lucca and his breakfast team who faultlessly recreated our initial breakfast request each day from memory. Do not be dissuaded by fears that Armani may be too formal : it was the ost charming Italian home away from home experience.
379692892,May 2016,5.0,One of the best hotels in the world!!,"We stayed at Armani Hotel for 4 nights and it was simply perfect!! Very well located, within walking distance to Scalla, Via Montenapoleone and Duomo. The room is very comfortable and the bathroom awesome. Several amenities not found in similar top hotels like free minibar and wifi. The room service is very quick and the food is great. The swimming pool and spa are located on the top floor, with amazing city view. We strong recommend the Armani Hotel when you are visiting Milan for business or leisure. SIMPLY PERFECT!!"
377497932,February 2016,5.0,Fantastico,We had a fantastic three nights at Armani Milano. The smell inside the hotel is amazing. It carries along in the toiletries and makes feel relaxed and in good mood.Food was delicious during dinner and also for breakfast but I was expecting more hot choices.The staff are super friendly and concierge was really a star.The location is great just near the best shopping streets in Milan. What can I say: Fantastico
373555569,February 2016,5.0,Wonderful Hotel,"Spent a weekend in this wonderful Hotel and everything was to notch.From the stylish and spacious rooms to the incredible offerings in the Restaurant and Bamboo Bar. Very centrally located , shopping district and underground is just few hundred meter walk, with all Armani shops downstairs.Staff are polite and smiling nothing is ever trouble for the Lifestyle team.All in all a great stayCompliments to all"
369105249,May 2015,5.0,Cool and Sleek,"A long overdue review (traveled Feb. 2015):  Cool, sleek and modern with a room full of tech features; yet, retaining nice touches such as the nespresso machine and heat bathroom floors.  Front desk is professional and my special thanks to Veronica Spiro who was able to obtain some last minute tickets for me to La Scala - all easily arranged via e-mail exchange.  The hotel has an excellent gym and is in walking distance to all the major sites in a very safe location  The metro stop is just around the corner.  Restaurant was quite nice with an unpretentious, welcoming staff."
366322446,April 2016,5.0,"Exceptional Service, comfort and convenience","We had one night in Milan after 3 enjoyable days in Lake Como and chose this hotel for a final night. From the booking to the checkout, the service was flawless. We arrived early but our room was ready and we were escorted and shown to our room on the 6th floor and the ""IPad"" controls for the entire room. Stunning views from our balcony over Milan to the Duomo, and probably one of the best nights sleep I've had in a longtime. The bed was so comfortable, the luxury Armani toiletries, robes, bathroom and the ""quirky"" two way mirror in the toilet! Beautifully designed to Armani contemporary style. The concierge made dinner and lunch reservations for us very efficiently and I've not known such friendly doormen, who cannot help you enough. Not cheap, but what is at this level of luxury -  4 gin and tonics €100! One thing I noticed was the predominately middle eastern guests, as it's run by a middle eastern company with links to the Dubai hotelif you are looking for a short stay in an uber cool hotel, try this."
361753005,March 2016,4.0,Good but not great!,"The hotel is very stylish and the staff helpful, however there are few negatives I would want to highlight. First, we came by car and used the valet parking. The parking is however used by the hotel is few hundreds meters away and it thus take about half an hour to get your car! Not very practical, especially when the service is charged 65€ per night. The SPA is the second major issue we faced. Indeed, the SPA area is way too small for the size of the hotel. In fact there are less than 10 seating spaces (only 5 deckchairs!) in the entire SPA.  We tested the NOBU restaurant which is within the establishment and weren't disappointed. Overall, the experience is pleasant and stylish but could easily be improved by some reorganization."
360289405,March 2016,5.0,Simply WOW,"Wow- from start to finish. Just wow.Stayed here with my fiancé, when we eloped. The hotel couldn't have been nicer! Staff were amazing, so friendly and helpful. Our executive suite room was nicely done with all amenities, rose petals and chamapagne…The SPA is amazing, extremely clean and well kept, with a million dollar view of Milan. The food at the restaurant was lovely, with excellent and efficient service.  I can't say enough great things and will be back !Special thanks to Mr. Mirko, the general manager, for his welcoming."
359477347,March 2016,5.0,Five star that awakens your olfactory senses!,"This is my second visit to the Armani hotel in Milan, and both times were simply perfect!Upon entering the hotel, we were submerged with the Armani signature smell, which is so striking yet so fresh.Our room was lovely, very modern and hi-tech with an all-control iPad. My favorite though is the bathroom, so modern and sophisticated! The mini bar is complimentary, and they have delicious chocolate dragees. There's a Nespresso machine as well as complimentary tea.The bed is extremely comfortable, yet you can also choose from the pillows' menu in case you were a picky sleeper.Overall, one of my favorite luxury hotels in Europe, and definitely our ""home"" when in Milan!"
353230687,February 2016,4.0,Posh Modern Minimalism,"Every town has its signature.  In paces to go , in things to do , in the hotel to stay.Place to stay in Milan is definitely Armani. Luxuries hotel in modern minimalism style equipped with the best facilities. It was our first time in Armani Hotel Milano and we chose hotel to stay because of its best location closest to shopping and fashion venus as our visit to Milan was due to fashion week. Room is high tech equipped operated by Ipad, very well protected from any noise from outside, silky paper walls, plus  minimum colors for calmness and eyes relaxation. Everything in the room had what was fitting our needs, It’s a  Quite, comfy and private oasis in the middle of the city.  Bathrooms are bigger than average 5*hotels in Europe. Restaurants offering healthy, fresh and organic food. Cant compare with Dubai Armani’s restaurant where staff are not that detailed to the guests and hardly speaking English. Hopefully Dubai will improve to the Milan Armani level. As any spa of Armani Hotel it has its outstanding view to the city through all-glass window,  with big Jacuzzi and single use sauna and steam bath. The only what was missing - is the beauty salon but guest services helped us to book our needful services outside the hotel. Plus the hairdresser can be called in the room.The staff is very helpful , knowledgeable with professional and  friendly  attitude for every request. I would like to highlight attentive assistance of Veronica Sprio and Claudia Gaudino. Thank you for making our stay comfortable and relaxing."
350544262,July 2015,4.0,Satisfied,"The hotel is all that we had expected, clean, spacious room and good service.  The breakfast was very varied, a large array of choice even for the very health conscious and for those who are on a specific diet needs. The staff very professional and helpful. The hotel has its own garage too, which was very convenient for us."
347303112,February 2016,5.0,Lifestyle Team and Luxury Touches,"Although I doubt the Armani Hotel regularly has families with young children visiting it's well appointed rooms, their Lifestyle Experience Team is to be complimented for its incredible efficiency and caring attitude for every request - from cars with booster chairs to nearby shops selling diapers to child friendly but good restaurants.  Virtually every request before the trip was answered within hours, and no task was too large from the moment we checked in.  Previous reviewers have noted the generous toiletries, designer furnishings, and stylish atmosphere.  The combination of great service and luxury touches, with zero snobbishness and plenty of affection for young (3 and 5) guests was seriously impressive - high recommendation for anybody worried about finding la vita dolce with bambini in tow."
344903141,January 2016,5.0,Elegant and contemporary,"I recently stayed at the Armani Hotel on business and felt already very special from the moment I walked in through the descrete entrance on the ground floor. After checking in, my Lifestyle Manager escorted me to my deluxe room and showed me how to personalise it from my fingertips with the room's ipad.  Just before dinner I pampered myself in the lavish, all-glass spa on the eight floor where the big jacuzzi and the single use saunas and steam baths guarantee privacy and intimacy with a top view of the city. Once in the bar, I was amazed by the elegant decor, the top notch furniture and the healthy food and drinks selection. The day after started with a workout overlooking Milan's rooftops. Following an intimate breakfast and a full morning of meetings, the fish ragù spaghetti and the tuna tartare gave justice to the Michelin starred Armani restaurant. In a blink of an eye it was already time for checkout. Quick lift to the ground floor and I was back to the hussle and bussle of the city. Arrivederci Armani Hotel Milano!  ;)"
343722842,January 2016,5.0,Always reliable,"The Armani Hotel is always reliable for a very nice stay. It has a great location for walking around, the room n. 401 very comfortable especially because we didn't have any outside noise coming in so that was definitely a plus. We enjoyed the restaurant: the food offerings were really good and I complement the staff on keeping everything orderly and clean. The SPA is the cherry on the cake. The view is phenomenal and the staff very attentive and superb. Overall our stay was really wonderful. I'll definitely be back."
342528886,November 2015,5.0,The only hotel to stay in Milan.,"I'm lucky to have travelled and stayed at so many luxury hotels and the Armani Hotel sets a new benchmark to refined hospitality.Mr.Armani has spared no attention to detail. From the moment you walked into the ground hallway to the ""As"" stamped on each individual sugar cube, everything has the Armani signature on it. The decor is what you'd expect from Giorgio Armani, a very distinct yet modern feel to luxury. If you like what he does with clothes and home furnishings, you will like it here. ( Speaking of which, you can purchase any of the Armani furniture you see at the hotel ..if you so desire.) In some areas especially the lift and the corridors outside the hotel rooms, it really feels like being in a luxurious space ship. The rooms are AMAZING : 1. Each room has an iPad you can control your lights, blinds, order order room service, play mood music (exclusive to the Armani hotel) or request a service.  2. Check out the pillow menu ! Because most of us have a very specific way of how we like our pillows. With all this attention to detail, It was very very hard indeed checking out of the hotel when we did.3. The hotel has a complimentary bar refilled daily . So as much soda, drinks, coffee and snacks as you can eat and drink that day for no charge and it get refilled in the evening. I frankly think all luxury hotel should follow this route - as you're already paying so much so why nickle and dime the guest?4. The toiletries are to die for. I've never been one of those people that take home hotel toiletries but the gorgeous nail files, shower caps, shower gels and soaps have such a luxe feel to them I cant help myself. And because housekeeping comes in two times a day, you can end up with quite a stash : )) Instant gifts for friends back home!5. The bathrooms are spacious, with a large bath tub overlooking the famous Via Manzoni, double his and hers sinks and heated floors. One of the other perks of staying here is access to an Armani makeup artist and.or a personal shopper to help you out shopping if the two stories of designer Armani clothing on the first two floors of this hotel ovewhelms you, and of course, priority reservations at both the Bamboo Lounge and Bar as well as the Michelin starred Ristorante Armani. Both the lounge and restaurant are destinations in themselves. The ristorante serves buffet breakfast in the mornings and its definitely a lavish spread.On one of the nights we were at the hotel, there were lines outside the hotel entrance to go into bar and I have to admit I felt a bit smug as I skipped passed the long lines of beautiful people as the doorman waved us inside with a “Ahh, welcome back madam.”The spa ( which is important to me as a traveller) is housed on the top floor of the building, it’s the only large soaking pool I’ve seen with floor-to-ceiling louvered windows and roof which make you feel as though you’re outside gazing at the spectacular view and the sky at the same time. Note I said soaking pool , not swimming pool. The hotel is so sought after during certain times like Milan Furniture Fair and Milan Fashion Week that sometimes, they have a minimum 5-day stay policy. Definitely on the list as one of my top hotels to stay in and THE hotel to stay in when one is in Milan."
341141664,January 2016,5.0,Experiencia excelente,"Excellent experience at the Armani Hotel Milan. Amazing design and warm atmosphere. Elegant and nice bar to hang out, with panoramic view over the city. Every detail is taken care of. Impeccable service. Definitely a place one must have been."
339809759,January 2016,4.0,Excellent location and views,"The hotel is super modern and sleek. The staff is very kind and knowledgable. The hotel staff is also very welcoming, and the spa was great with excellent views. The location is amazing walking distance to best shopping in Milan as well as a few minutes from the centre and duomo of Milan. Next door in the same building you can eat at Nobu which was very good as well.Knocking off a star because it wasn't worth $900. Nice and really really modern but almost too modern. I think there are other hotels for half the price and just as or more luxurious in milan. You are really just paying for the name. The suite just gives you a very very small living area, but the bedroom and bath is the same."
332847661,December 2015,5.0,A WOW with some flaws,"This is a design hotel in its true sense of the meaning. I frankly admit that I absolutely love the style and the extreme attention gone into transferring the vision into reality. Its a 100% WOW.So if you like the theme and vibe you get from the website, you will not be disappointed. Breakfast is a real treat - and do not miss the gym/spa area. But, But, where ie the close by BVLGARI Hotel or Mandarin understands its all about the guests, again and again it was clear that the service level does not match the style of the ARMANI. Is it bad or rude? No, its just average, obviously with here and there I saw excellent service (Among best shoe shining job ever, Great doormen, sweet & kind cleaning staff). Being fair - I arrived to the ARMANI pretty much straight from an AMAN resort, which always is a tough test, but on the other side at an premise like the ARMANI Milano you wish the service to be up among there.I would still come back here - but my expectations for the service would be curved slightly."
331400320,May 2015,4.0,"Very sophisticated, professional, but abit too ""cold""","We were on our last leg on our honeymoon after travelled Rome/ Florence / Sorento / Positano so on and so forth. We were looking forward for to this extremely branded hotel. it wowed us. The rooms are well appointed, very hi-tech with Ipad control. However, we felt that the service was very professional yet abit cold and not as welcoming for honeymooners like us. nonetheless, the lobby bar was excellent with excellent barmen. cheers."
328681688,November 2015,5.0,Simply magnificent!,"This is truly an exceptionally good hotel. We stayed in a dual-aspect room and loved everything about it: minimal yet sumptuous decor, high tech controls, spacious and perfectly appointed bathroom, great choice of amenities. Not being able to reach any rooms without changing lifts and going through the lobby added extra security. We truly could have not asked for more. The hotel staff were superb. The location perfect. It made for an excellent stay."
328648268,November 2015,5.0,Armani Hotel Milano!! Thank you.....,"Last week tuesday I celebrated my last evening in Milano at the Armani hotel with my little sisters. We really had a great time, the atmosphere was just perfect. We where siting in front of the lounge bar. There was one bartender who made our evening more special his name is Gabriel. He must be the best bartender that i have ever met. He was very friendly and polite to us. Thank you Gabriel for making our first experience with Armani hotel a good one!!!! And the rest of the stuff, thank you as well."
324904911,November 2015,4.0,"Very modern, good food, lots of large businessmen tables",Very good. The food is very good. Not gourmet gourmet but very good. Service was efficient.  People were nice.  The outer bar room was filled with younger people.  There was a DJ.  Each time we have been in the restaurant there have been large tables of businessmen. Tables well set apart.
323261150,October 2015,5.0,Coolest hotel ever!,"5 stars does not do this hotel justice. It is by far the coolest, most wonderful hotel I have ever visited. The people are all incredibly helpful and warm, and totally pampered me from the moment I arrived.  The rooms are something else.  Heated bathroom floors. Well-stocked minibar where everything is included.  Even pull-out drawers for wine glasses!  And everything controlled by the iPad-- TV, temperature, lights, curtains.  Plus the location is absolutely perfect.  A 2 minute walk to the Duomo. Best window shopping anywhere. Just wonderful!  Can't wait to go back."
