Transaction ID,Date of Travel,Company,City,KM Travelled,Price Charged,Cost of Trip
10071199,42609,Yellow Cab,NEW YORK NY,13.09,358.73,177.5004
10071200,42614,Yellow Cab,NEW YORK NY,6.12,141.62,80.784
10071201,42614,Yellow Cab,NEW YORK NY,47.6,1154.41,645.456
10071202,42610,Yellow Cab,NEW YORK NY,3.33,88.17,46.3536
10071203,42609,Yellow Cab,NEW YORK NY,17.34,435.97,220.5648
10071204,42614,Yellow Cab,NEW YORK NY,33.6,680.31,463.68
10071205,42609,Yellow Cab,NEW YORK NY,14.56,398.63,197.4336
10071206,42614,Yellow Cab,NEW YORK NY,38.48,941.79,554.112
10071207,42610,Yellow Cab,NEW YORK NY,3.21,91.86,38.52
10071208,42610,Yellow Cab,NEW YORK NY,16.2,450.38,213.84
10071209,42610,Yellow Cab,NEW YORK NY,46.02,1080.87,624.0312
10071210,42617,Yellow Cab,NEW YORK NY,12.48,258.24,167.7312
10071211,42614,Yellow Cab,NEW YORK NY,20.79,499.58,274.428
10071212,42609,Yellow Cab,NEW YORK NY,10.8,249.81,151.632
10071213,42616,Yellow Cab,NEW YORK NY,11.9,240.94,155.652
10071214,42615,Yellow Cab,NEW YORK NY,35.1,812.21,475.956
10071215,42615,Yellow Cab,NEW YORK NY,39.27,803.85,551.3508
10071216,42616,Yellow Cab,NEW YORK NY,10.71,226.38,143.9424
10071217,42619,Yellow Cab,NEW YORK NY,31.31,626.98,394.506
10071218,42613,Yellow Cab,NEW YORK NY,36.48,762.97,437.76
10071219,42610,Yellow Cab,NEW YORK NY,32.1,852.35,400.608
10071220,42617,Yellow Cab,NEW YORK NY,36.89,861.84,455.9604
10071221,42611,Yellow Cab,NEW YORK NY,28.08,637.27,347.0688
10071222,42610,Yellow Cab,NEW YORK NY,27,723.06,356.4
10071223,42617,Yellow Cab,NEW YORK NY,22.26,480.42,293.832
10071224,42617,Yellow Cab,NEW YORK NY,27.82,612.8,377.2392
10071225,42612,Yellow Cab,NEW YORK NY,25.44,515.09,351.072
10071226,42616,Yellow Cab,NEW YORK NY,18,424.53,252.72
10071227,42609,Yellow Cab,NEW YORK NY,9.54,228.82,136.2312
10071228,42617,Yellow Cab,NEW YORK NY,7.14,146.15,89.964
10071229,42617,Yellow Cab,NEW YORK NY,12.48,272.12,161.7408
10071230,42612,Yellow Cab,NEW YORK NY,19.19,384.28,237.1884
10071231,42614,Yellow Cab,NEW YORK NY,20.23,432.11,269.4636
10071232,42616,Yellow Cab,NEW YORK NY,34.98,801.65,440.748
10071233,42613,Yellow Cab,NEW YORK NY,6.18,132,86.7672
10071234,42609,Yellow Cab,NEW YORK NY,39.9,1069.85,521.892
10071235,42615,Yellow Cab,NEW YORK NY,15.68,320.97,199.4496
10071236,42617,Yellow Cab,NEW YORK NY,8.82,188.39,122.7744
10071237,42610,Yellow Cab,NEW YORK NY,38.08,931.83,461.5296
10071238,42614,Yellow Cab,NEW YORK NY,15.15,337.08,216.342
10071239,42609,Yellow Cab,NEW YORK NY,11.88,319.73,159.6672
10071240,42612,Yellow Cab,NEW YORK NY,31.36,739.62,402.6624
10071241,42614,Yellow Cab,NEW YORK NY,36,833.03,505.44
10071242,42618,Yellow Cab,NEW YORK NY,33.79,676.64,409.5348
10071243,42613,Yellow Cab,NEW YORK NY,44.85,938.03,548.964
10071244,42616,Yellow Cab,NEW YORK NY,19.4,427.33,253.752
10071245,42610,Yellow Cab,NEW YORK NY,15.15,411.18,192.708
10071246,42615,Yellow Cab,NEW YORK NY,18.53,445.27,237.9252
10071247,42618,Yellow Cab,NEW YORK NY,5.3,109.67,65.508
10071248,42615,Yellow Cab,NEW YORK NY,2.04,40.85,25.4592
10071249,42615,Yellow Cab,NEW YORK NY,14.7,343.43,179.928
10071250,42610,Yellow Cab,NEW YORK NY,32.48,913.75,432.6336
10071251,42613,Yellow Cab,NEW YORK NY,33.48,789.62,429.8832
10071252,42616,Yellow Cab,NEW YORK NY,35.15,766.44,468.198
10071253,42614,Yellow Cab,NEW YORK NY,21.78,484.6,313.632
10071254,42619,Yellow Cab,NEW YORK NY,15.08,365.72,186.3888
10071255,42613,Yellow Cab,NEW YORK NY,3.45,69.85,47.61
10071256,42616,Yellow Cab,NEW YORK NY,15.15,323.6,192.708
10071257,42610,Yellow Cab,NEW YORK NY,7.42,203.4,90.8208
10071258,42613,Yellow Cab,NEW YORK NY,24.5,545.12,308.7
10071259,42610,Yellow Cab,NEW YORK NY,31,764.79,416.64
10071260,42610,Yellow Cab,NEW YORK NY,25.92,678.22,311.04
10071261,42609,Yellow Cab,NEW YORK NY,35.35,838.13,449.652
10071262,42615,Yellow Cab,NEW YORK NY,43.66,1000.57,571.0728
10071263,42617,Yellow Cab,NEW YORK NY,24.15,585.69,324.576
10071264,42614,Yellow Cab,NEW YORK NY,40.28,923.11,517.1952
10071265,42614,Yellow Cab,NEW YORK NY,42.18,1004.19,597.2688
10071266,42615,Yellow Cab,NEW YORK NY,35.65,737.68,449.19
10071267,42612,Yellow Cab,NEW YORK NY,28.08,656.01,394.2432
10071268,42612,Yellow Cab,NEW YORK NY,37.2,786.31,477.648
10071269,42616,Yellow Cab,NEW YORK NY,4.76,101.67,60.5472
10071270,42610,Yellow Cab,NEW YORK NY,35.52,863.42,464.6016
10071271,42610,Yellow Cab,NEW YORK NY,41.65,1065.71,514.794
10071272,42610,Yellow Cab,NEW YORK NY,25.74,709.59,318.1464
10071273,42617,Yellow Cab,NEW YORK NY,31.5,749.93,453.6
10071274,42617,Yellow Cab,NEW YORK NY,22.8,552.95,320.112
10071275,42616,Yellow Cab,NEW YORK NY,7.21,158.82,95.172
10071276,42610,Yellow Cab,NEW YORK NY,34.2,886.35,476.064
10071277,42614,Yellow Cab,NEW YORK NY,8.05,182.69,106.26
10071278,42617,Yellow Cab,NEW YORK NY,7.76,188.2,111.744
10071279,42616,Yellow Cab,NEW YORK NY,39.78,814.29,558.5112
10071280,42615,Yellow Cab,NEW YORK NY,34.56,776.64,431.3088
10071281,42610,Yellow Cab,NEW YORK NY,10.53,275.53,149.1048
10071282,42615,Yellow Cab,NEW YORK NY,9.54,218.63,117.9144
10071283,42615,Yellow Cab,NEW YORK NY,23.31,539.39,288.1116
10071284,42609,Yellow Cab,NEW YORK NY,23.1,520.14,296.604
10071285,42614,Yellow Cab,NEW YORK NY,18.7,416.07,240.108
10071286,42610,Yellow Cab,NEW YORK NY,34.72,915.89,429.1392
10071287,42610,Yellow Cab,NEW YORK NY,37.8,1003.7,530.712
10071288,42615,Yellow Cab,NEW YORK NY,11.3,251.42,147.804
10071289,42609,Yellow Cab,NEW YORK NY,12.48,338.21,151.2576
10071290,42616,Yellow Cab,NEW YORK NY,39.78,902.8,501.228
10071291,42617,Yellow Cab,NEW YORK NY,15,323.73,192.6
10071292,42610,Yellow Cab,NEW YORK NY,5.9,142.41,74.34
10071293,42616,Yellow Cab,NEW YORK NY,29.12,654.39,408.8448
10071294,42616,Yellow Cab,NEW YORK NY,16.96,347.17,217.7664
10071295,42609,Yellow Cab,NEW YORK NY,24.57,627.8,315.4788
10071296,42613,Yellow Cab,NEW YORK NY,11.55,231.29,146.916
10071297,42609,Yellow Cab,NEW YORK NY,31.8,784.81,385.416
10071298,42617,Yellow Cab,NEW YORK NY,27.55,662.02,347.13
10071299,42618,Yellow Cab,NEW YORK NY,44.4,1027.41,586.08
10071300,42614,Yellow Cab,NEW YORK NY,38.28,911.34,500.7024
10071301,42609,Yellow Cab,NEW YORK NY,4.8,119.72,65.664
10071302,42617,Yellow Cab,NEW YORK NY,8,194.02,101.76
10071303,42610,Yellow Cab,NEW YORK NY,25.3,660.98,352.176
10071304,42612,Yellow Cab,NEW YORK NY,24.24,560.91,319.968
10071305,42610,Yellow Cab,NEW YORK NY,24.96,587.57,308.5056
10071306,42609,Yellow Cab,NEW YORK NY,30.68,861.06,379.2048
10071307,42610,Yellow Cab,NEW YORK NY,17.12,409.03,209.5488
10071308,42618,Yellow Cab,NEW YORK NY,17.82,392.53,239.5008
10071309,42616,Yellow Cab,NEW YORK NY,11.52,258.88,158.976
10071310,42610,Yellow Cab,NEW YORK NY,12.35,311.33,171.912
10071311,42610,Yellow Cab,NEW YORK NY,37.74,1049.21,452.88
10071312,42610,Yellow Cab,NEW YORK NY,2.08,53.96,29.4528
10071313,42610,Yellow Cab,NEW YORK NY,14.28,332.03,181.6416
10071314,42614,Yellow Cab,NEW YORK NY,5.65,134.51,67.8
10071315,42614,Yellow Cab,NEW YORK NY,24.75,561.7,329.67
10071316,42609,Yellow Cab,NEW YORK NY,3.18,81.95,44.6472
10071317,42609,Yellow Cab,NEW YORK NY,38.08,1015.71,470.6688
10071318,42610,Yellow Cab,NEW YORK NY,4.8,128.05,61.632
10071319,42615,Yellow Cab,NEW YORK NY,39.2,933.25,517.44
10071320,42617,Yellow Cab,NEW YORK NY,3.36,80.74,42.7392
10071321,42617,Yellow Cab,NEW YORK NY,25.75,538.56,312.09
10071322,42610,Yellow Cab,NEW YORK NY,14.28,356.87,190.2096
10071323,42619,Yellow Cab,NEW YORK NY,2.12,50.47,29.0016
10071324,42609,Yellow Cab,NEW YORK NY,30.24,763.6,406.4256
10071325,42610,Yellow Cab,NEW YORK NY,13.68,368.91,188.784
10071326,42614,Yellow Cab,NEW YORK NY,34.24,822.78,480.7296
10071327,42615,Yellow Cab,NEW YORK NY,28.08,631.02,360.5472
10071328,42612,Yellow Cab,NEW YORK NY,11.99,285.45,169.7784
10071329,42613,Yellow Cab,NEW YORK NY,3.39,81.46,41.0868
10071330,42609,Yellow Cab,NEW YORK NY,18.08,476.94,251.6736
10071331,42617,Yellow Cab,NEW YORK NY,5.6,135.81,77.28
10071332,42613,Yellow Cab,NEW YORK NY,38.4,939.83,465.408
10071333,42610,Yellow Cab,NEW YORK NY,13.68,362.76,178.9344
10071334,42617,Yellow Cab,NEW YORK NY,3,68.75,38.16
10071335,42610,Yellow Cab,NEW YORK NY,16.15,355.74,201.552
10071336,42613,Yellow Cab,NEW YORK NY,14.28,292.31,191.9232
10071337,42616,Yellow Cab,NEW YORK NY,30.16,637.5,412.5888
10071338,42617,Yellow Cab,NEW YORK NY,19.2,401.56,276.48
10071339,42616,Yellow Cab,NEW YORK NY,19.8,475.79,256.608
10071340,42614,Yellow Cab,NEW YORK NY,10.5,242.97,133.56
10071341,42616,Yellow Cab,NEW YORK NY,13.91,306.4,185.2812
10071342,42610,Yellow Cab,NEW YORK NY,45.24,1134.42,570.024
10071343,42618,Yellow Cab,NEW YORK NY,40.17,929.53,554.346
10071344,42617,Yellow Cab,NEW YORK NY,3.24,74.97,46.2672
10071345,42613,Yellow Cab,NEW YORK NY,10.4,210.57,131.04
10071346,42618,Yellow Cab,NEW YORK NY,5.15,108.86,72.924
10071347,42609,Yellow Cab,NEW YORK NY,10.89,298.51,130.68
10071348,42615,Yellow Cab,NEW YORK NY,40.7,878.4,488.4
10071349,42616,Yellow Cab,NEW YORK NY,16.66,348.44,221.9112
10071350,42616,Yellow Cab,NEW YORK NY,4.64,96.01,57.9072
10071351,42609,Yellow Cab,NEW YORK NY,36.04,815.52,462.7536
10071352,42614,Yellow Cab,NEW YORK NY,38.5,822.35,498.96
10071353,42610,Yellow Cab,NEW YORK NY,19.2,444.11,276.48
10071354,42611,Yellow Cab,NEW YORK NY,13.65,288.52,178.542
10071355,42610,Yellow Cab,NEW YORK NY,4.64,112.08,59.5776
10071356,42616,Yellow Cab,NEW YORK NY,26.46,594.62,365.148
10071357,42614,Yellow Cab,NEW YORK NY,19.04,444.82,237.6192
10071358,42610,Yellow Cab,NEW YORK NY,27.44,637.03,342.4512
10071359,42614,Yellow Cab,NEW YORK NY,36,865.07,470.88
10071360,42609,Yellow Cab,NEW YORK NY,38.76,1043.42,511.632
10071361,42613,Yellow Cab,NEW YORK NY,30.45,677.51,369.054
10071362,42614,Yellow Cab,NEW YORK NY,34.2,760.94,459.648
10071363,42610,Yellow Cab,NEW YORK NY,30,828.49,374.4
10071364,42610,Yellow Cab,NEW YORK NY,16.8,431.51,241.92
10071365,42614,Yellow Cab,NEW YORK NY,10.2,226.95,138.312
10071366,42619,Yellow Cab,NEW YORK NY,33.32,756.19,439.824
10071367,42614,Yellow Cab,NEW YORK NY,9.04,205.16,116.0736
10071368,42617,Yellow Cab,NEW YORK NY,21.63,529.39,285.516
10071369,42616,Yellow Cab,NEW YORK NY,4,97.9,52.32
10071370,42618,Yellow Cab,NEW YORK NY,7.76,160.57,109.8816
10071371,42610,Yellow Cab,NEW YORK NY,28.84,693.66,397.992
10071372,42615,Yellow Cab,NEW YORK NY,10.17,219.49,142.7868
10071373,42613,Yellow Cab,NEW YORK NY,39.22,837.73,517.704
10071374,42616,Yellow Cab,NEW YORK NY,11.99,261.44,172.656
10071375,42609,Yellow Cab,NEW YORK NY,2.14,53.2,28.7616
10071376,42614,Yellow Cab,NEW YORK NY,13.13,292.14,187.4964
10071377,42618,Yellow Cab,NEW YORK NY,12.32,252.19,168.5376
10071378,42619,Yellow Cab,NEW YORK NY,12.32,285.08,159.6672
10071379,42614,Yellow Cab,NEW YORK NY,37.74,881.69,480.0528
10071380,42617,Yellow Cab,NEW YORK NY,27.54,637.27,380.052
10071381,42611,Yellow Cab,NEW YORK NY,8.8,195.8,117.216
10071382,42613,Yellow Cab,NEW YORK NY,14.4,288.36,202.176
10071383,42613,Yellow Cab,NEW YORK NY,25.74,629.98,349.0344
10071384,42616,Yellow Cab,NEW YORK NY,36.86,738.12,477.7056
10071385,42616,Yellow Cab,NEW YORK NY,15.2,361.87,184.224
10071386,42610,Yellow Cab,NEW YORK NY,26.88,669.07,341.9136
10071387,42615,Yellow Cab,NEW YORK NY,8.64,209.54,107.8272
10071388,42615,Yellow Cab,NEW YORK NY,17.92,374.79,215.04
10071389,42619,Yellow Cab,NEW YORK NY,38.11,924.25,484.7592
10071390,42609,Yellow Cab,NEW YORK NY,34.2,958.79,492.48
10071391,42609,Yellow Cab,NEW YORK NY,28.56,823.55,376.992
10071392,42616,Yellow Cab,NEW YORK NY,9.44,218.44,114.4128
10071393,42614,Yellow Cab,NEW YORK NY,37.45,858.25,534.786
10071394,42616,Yellow Cab,NEW YORK NY,12.76,303.78,168.432
10071395,42614,Yellow Cab,NEW YORK NY,17.82,392.53,228.8088
10071396,42611,Yellow Cab,NEW YORK NY,38.22,918.42,550.368
10071397,42615,Yellow Cab,NEW YORK NY,9,180.22,109.08
10071398,42617,Yellow Cab,NEW YORK NY,29,645.24,403.68
10071399,42609,Yellow Cab,NEW YORK NY,41.42,953.84,541.7736
10071400,42610,Yellow Cab,NEW YORK NY,20.88,540.72,285.6384
10071401,42617,Yellow Cab,NEW YORK NY,24,480.6,313.92
10071402,42609,Yellow Cab,NEW YORK NY,12.32,326.69,161.1456
10071403,42612,Yellow Cab,NEW YORK NY,13,286.36,182.52
10071404,42615,Yellow Cab,NEW YORK NY,38.4,862.94,483.84
10071405,42617,Yellow Cab,NEW YORK NY,19.8,427.33,261.36
10071406,42609,Yellow Cab,NEW YORK NY,39.6,959.51,522.72
10071407,42615,Yellow Cab,NEW YORK NY,37.8,782.17,467.208
10071408,42609,Yellow Cab,NEW YORK NY,3.8,90.1,51.984
10071409,42609,Yellow Cab,NEW YORK NY,8.56,226.26,105.8016
10071410,42614,Yellow Cab,NEW YORK NY,2.04,44.03,25.9488
10071411,42614,Yellow Cab,NEW YORK NY,12.1,266.53,151.008
10071412,42614,Yellow Cab,NEW YORK NY,34.32,824.7,436.5504
10071413,42618,Yellow Cab,NEW YORK NY,12.43,251.67,176.0088
10071414,42610,Yellow Cab,NEW YORK NY,28.28,795.09,342.7536
10071415,42616,Yellow Cab,NEW YORK NY,11.77,264.5,165.2508
10071416,42618,Yellow Cab,NEW YORK NY,3.18,77.83,42.3576
10071417,42610,Yellow Cab,NEW YORK NY,38.4,1069.61,552.96
10071418,42613,Yellow Cab,NEW YORK NY,41.3,909.73,579.852
10071419,42616,Yellow Cab,NEW YORK NY,12.76,312.3,180.6816
10071420,42616,Yellow Cab,NEW YORK NY,14.25,332.91,196.65
10071421,42610,Yellow Cab,NEW YORK NY,23.92,654.41,318.6144
10071422,42610,Yellow Cab,NEW YORK NY,16.49,409.28,227.562
10071423,42615,Yellow Cab,NEW YORK NY,31.92,717.32,436.6656
10071424,42616,Yellow Cab,NEW YORK NY,27.6,589.53,387.504
10071425,42616,Yellow Cab,NEW YORK NY,9.36,191.6,134.784
10071426,42617,Yellow Cab,NEW YORK NY,42,990.56,504
10071427,42614,Yellow Cab,NEW YORK NY,41.07,822.42,512.5536
10071428,42613,Yellow Cab,NEW YORK NY,18.08,430.44,219.1296
10071429,42617,Yellow Cab,NEW YORK NY,2.97,66.74,38.8476
10071430,42617,Yellow Cab,NEW YORK NY,20.4,444.82,254.592
10071431,42616,Yellow Cab,NEW YORK NY,19.72,478.26,248.472
10071432,42610,Yellow Cab,NEW YORK NY,5,133.71,70.8
10071433,42610,Yellow Cab,NEW YORK NY,26.4,663.76,357.984
10071434,42615,Yellow Cab,NEW YORK NY,46,1033.73,629.28
10071435,42616,Yellow Cab,NEW YORK NY,24,480.6,345.6
10071436,42613,Yellow Cab,NEW YORK NY,3.27,69.85,39.6324
10071437,42613,Yellow Cab,NEW YORK NY,46.4,1114.98,562.368
10071438,42616,Yellow Cab,NEW YORK NY,4.64,107.37,58.464
10071439,42612,Yellow Cab,NEW YORK NY,40.66,895.63,526.9536
10071440,42616,Yellow Cab,NEW YORK NY,19.4,461.86,272.376
10071441,42609,Yellow Cab,NEW YORK NY,2.38,58.25,31.7016
10071442,42615,Yellow Cab,NEW YORK NY,21.2,485.85,300.192
10071443,42615,Yellow Cab,NEW YORK NY,24,555.36,302.4
10071444,42610,Yellow Cab,NEW YORK NY,11.52,289.28,153.4464
10071445,42610,Yellow Cab,NEW YORK NY,44.4,1145.95,634.032
10071446,42609,Yellow Cab,NEW YORK NY,44.85,1053.39,581.256
10071447,42613,Yellow Cab,NEW YORK NY,27.56,582.54,340.6416
10071448,42616,Yellow Cab,NEW YORK NY,31,648.36,386.88
10071449,42613,Yellow Cab,NEW YORK NY,22.42,498.84,269.04
10071450,42613,Yellow Cab,NEW YORK NY,36.05,874.3,462.882
10071451,42616,Yellow Cab,NEW YORK NY,33.6,710.21,403.2
10071452,42615,Yellow Cab,NEW YORK NY,14.4,349.23,176.256
10071453,42616,Yellow Cab,NEW YORK NY,4.04,87.19,55.2672
10071454,42609,Yellow Cab,NEW YORK NY,19.2,434.46,255.744
10071455,42611,Yellow Cab,NEW YORK NY,31.68,641.44,391.5648
10071456,42609,Yellow Cab,NEW YORK NY,24.48,605.41,329.0112
10071457,42614,Yellow Cab,NEW YORK NY,41.3,983.24,560.028
10071458,42612,Yellow Cab,NEW YORK NY,37.24,770.58,482.6304
10071459,42616,Yellow Cab,NEW YORK NY,2.85,59.61,40.698
10071460,42612,Yellow Cab,NEW YORK NY,11.7,260.32,165.672
10071461,42616,Yellow Cab,NEW YORK NY,1.9,46.08,26.448
10071462,42612,Yellow Cab,NEW YORK NY,36.26,830.98,474.2808
10071463,42612,Yellow Cab,NEW YORK NY,13.72,317.48,174.5184
10071464,42618,Yellow Cab,NEW YORK NY,25.52,556.46,327.6768
10071465,42609,Yellow Cab,NEW YORK NY,5.35,126.85,68.052
10071466,42615,Yellow Cab,NEW YORK NY,10.78,225.46,130.6536
10071467,42613,Yellow Cab,NEW YORK NY,42.9,878.16,535.392
10071468,42609,Yellow Cab,NEW YORK NY,38,965.89,497.04
10071469,42609,Yellow Cab,NEW YORK NY,11.77,276.44,151.1268
10071470,42613,Yellow Cab,NEW YORK NY,2,44.05,28.56
10071471,42609,Yellow Cab,NEW YORK NY,6.06,144.74,75.6288
10071472,42609,Yellow Cab,NEW YORK NY,32.1,861.63,400.608
10071473,42618,Yellow Cab,NEW YORK NY,5.2,107.6,64.896
10071474,42612,Yellow Cab,NEW YORK NY,28.86,642.13,349.7832
10071475,42615,Yellow Cab,NEW YORK NY,32.67,770.52,435.1644
10071476,42611,Yellow Cab,NEW YORK NY,38.85,864.41,503.496
10071477,42616,Yellow Cab,NEW YORK NY,25.76,515.84,324.576
10071478,42617,Yellow Cab,NEW YORK NY,28.13,594.59,337.56
10071479,42609,Yellow Cab,NEW YORK NY,37.05,915.86,484.614
10071480,42615,Yellow Cab,NEW YORK NY,20.33,465.91,285.4332
10071481,42611,Yellow Cab,NEW YORK NY,9,198.25,114.48
10071482,42611,Yellow Cab,NEW YORK NY,31.35,648.7,379.962
10071483,42610,Yellow Cab,NEW YORK NY,7.68,190.91,106.9056
10071484,42614,Yellow Cab,NEW YORK NY,19,426.97,250.8
10071485,42612,Yellow Cab,NEW YORK NY,11.5,232.84,158.7
10071486,42618,Yellow Cab,NEW YORK NY,3.57,73.87,50.5512
10071487,42615,Yellow Cab,NEW YORK NY,3.24,71.37,41.9904
10071488,42609,Yellow Cab,NEW YORK NY,43.29,1055.76,566.2332
10071489,42610,Yellow Cab,NEW YORK NY,7.08,199.05,95.1552
10071490,42610,Yellow Cab,NEW YORK NY,12.6,303.06,179.928
10071491,42614,Yellow Cab,NEW YORK NY,2.32,49.04,28.6752
10071492,42618,Yellow Cab,NEW YORK NY,30.42,744.52,438.048
10071493,42612,Yellow Cab,NEW YORK NY,14.28,343.15,186.7824
10071494,42618,Yellow Cab,NEW YORK NY,5.7,128.09,82.08
10071495,42618,Yellow Cab,NEW YORK NY,9.28,187.9,116.928
10071496,42610,Yellow Cab,NEW YORK NY,9,244.26,117.72
10071497,42610,Yellow Cab,NEW YORK NY,19,456.99,243.96
10071498,42611,Yellow Cab,NEW YORK NY,10.71,250.21,131.0904
10071499,42614,Yellow Cab,NEW YORK NY,25.3,517.89,312.708
10071500,42617,Yellow Cab,NEW YORK NY,34.2,684.85,443.232
10071501,42618,Yellow Cab,NEW YORK NY,12.74,311.81,154.4088
10071502,42610,Yellow Cab,NEW YORK NY,30.78,764.29,421.0704
10071503,42609,Yellow Cab,NEW YORK NY,22.04,576.99,296.2176
10071504,42610,Yellow Cab,NEW YORK NY,25.25,591.47,324.21
10071505,42614,Yellow Cab,NEW YORK NY,11.64,274.53,156.4416
10071506,42618,Yellow Cab,NEW YORK NY,33.9,784.44,459.684
10071507,42613,Yellow Cab,NEW YORK NY,34.51,752.48,418.2612
10071508,42616,Yellow Cab,NEW YORK NY,31.61,759.58,417.252
10071509,42613,Yellow Cab,NEW YORK NY,9.04,205.16,118.2432
10071510,42612,Yellow Cab,NEW YORK NY,45.63,964.5,618.7428
10071511,42617,Yellow Cab,NEW YORK NY,12.12,293.94,148.3488
10071512,42609,Yellow Cab,NEW YORK NY,25.22,615.07,311.7192
10071513,42609,Yellow Cab,NEW YORK NY,39.6,1027.35,498.96
10071514,42617,Yellow Cab,NEW YORK NY,6,121.48,84.96
10071515,42609,Yellow Cab,NEW YORK NY,16.66,404.97,235.9056
10071516,42610,Yellow Cab,NEW YORK NY,5.3,133.51,65.508
10071517,42611,Yellow Cab,NEW YORK NY,16.2,389.28,221.616
10071518,42612,Yellow Cab,NEW YORK NY,16.1,361.8,214.452
10071519,42615,Yellow Cab,NEW YORK NY,31.8,757.07,427.392
10071520,42614,Yellow Cab,NEW YORK NY,24.78,562.38,330.0696
10071521,42609,Yellow Cab,NEW YORK NY,21.06,488.07,298.2096
10071522,42612,Yellow Cab,NEW YORK NY,29.58,691.06,394.0056
10071523,42618,Yellow Cab,NEW YORK NY,10.08,233.25,124.5888
10071524,42615,Yellow Cab,NEW YORK NY,11.8,265.17,143.016
10071525,42614,Yellow Cab,NEW YORK NY,19.19,469.67,230.28
10071526,42617,Yellow Cab,NEW YORK NY,22.2,518.64,266.4
10071527,42614,Yellow Cab,NEW YORK NY,15.47,354.53,187.4964
10071528,42613,Yellow Cab,NEW YORK NY,39.2,898.36,564.48
10071529,42615,Yellow Cab,NEW YORK NY,32.32,690.35,414.9888
10071530,42611,Yellow Cab,NEW YORK NY,43.32,877.11,613.4112
10071531,42610,Yellow Cab,NEW YORK NY,3.21,77.14,40.0608
10071532,42610,Yellow Cab,NEW YORK NY,31.59,734.5,443.5236
10071533,42614,Yellow Cab,NEW YORK NY,3.42,82.94,45.5544
10071534,42617,Yellow Cab,NEW YORK NY,40.68,941.33,580.9104
10071535,42615,Yellow Cab,NEW YORK NY,27.27,643.16,363.2364
10071536,42609,Yellow Cab,NEW YORK NY,27,640.15,343.44
10071537,42617,Yellow Cab,NEW YORK NY,39.59,872.06,513.0864
10071538,42609,Yellow Cab,NEW YORK NY,31.86,903.4,420.552
10071539,42613,Yellow Cab,NEW YORK NY,23.1,477.99,299.376
10071540,42611,Yellow Cab,NEW YORK NY,5.6,133.32,68.544
10071541,42609,Yellow Cab,NEW YORK NY,29.12,718.41,412.3392
10071542,42611,Yellow Cab,NEW YORK NY,32.76,721.61,463.8816
10071543,42614,Yellow Cab,NEW YORK NY,19.2,388.75,241.92
10071544,42614,Yellow Cab,NEW YORK NY,4.75,106.74,64.98
10071545,42612,Yellow Cab,NEW YORK NY,20.9,488.27,273.372
10071546,42609,Yellow Cab,NEW YORK NY,31.62,758.42,383.2344
10071547,42613,Yellow Cab,NEW YORK NY,30.69,669.19,383.0112
10071548,42609,Yellow Cab,NEW YORK NY,30,753.33,381.6
10071549,42614,Yellow Cab,NEW YORK NY,44.4,898.98,612.72
10071550,42610,Yellow Cab,NEW YORK NY,14.04,391.58,200.4912
10071551,42610,Yellow Cab,NEW YORK NY,37.45,912.25,462.882
10071552,42609,Yellow Cab,NEW YORK NY,14,322.09,183.12
10071553,42610,Yellow Cab,NEW YORK NY,3.92,103.62,54.5664
10071554,42617,Yellow Cab,NEW YORK NY,6.72,152.51,88.704
10071555,42615,Yellow Cab,NEW YORK NY,39.55,959.18,555.282
10071556,42612,Yellow Cab,NEW YORK NY,23.32,503.3,321.816
10071557,42617,Yellow Cab,NEW YORK NY,30.38,608.35,404.6616
10071558,42618,Yellow Cab,NEW YORK NY,31.92,759.93,451.9872
10071559,42610,Yellow Cab,NEW YORK NY,35.84,964.58,498.8928
10071560,42610,Yellow Cab,NEW YORK NY,22.88,671.98,321.2352
10071561,42617,Yellow Cab,NEW YORK NY,7.28,161.98,92.6016
10071562,42616,Yellow Cab,NEW YORK NY,34.98,770.52,482.724
10071563,42610,Yellow Cab,NEW YORK NY,36.27,953.63,470.0592
10071564,42615,Yellow Cab,NEW YORK NY,38.38,836.87,469.7712
10071565,42610,Yellow Cab,NEW YORK NY,19.44,519.04,263.6064
10071566,42617,Yellow Cab,NEW YORK NY,27.6,571.11,390.816
10071567,42610,Yellow Cab,NEW YORK NY,26.18,619.78,370.7088
10071568,42618,Yellow Cab,NEW YORK NY,4.2,99.99,55.44
10071569,42610,Yellow Cab,NEW YORK NY,17.76,447.63,230.1696
10071570,42611,Yellow Cab,NEW YORK NY,7.91,188.32,106.3104
10071571,42609,Yellow Cab,NEW YORK NY,26.5,652,343.44
10071572,42609,Yellow Cab,NEW YORK NY,38.8,924.59,558.72
10071573,42618,Yellow Cab,NEW YORK NY,41.34,892.21,525.8448
10071574,42610,Yellow Cab,NEW YORK NY,24.96,646.38,353.4336
10071575,42618,Yellow Cab,NEW YORK NY,4.4,102.79,53.856
10071576,42610,Yellow Cab,NEW YORK NY,36.48,907.94,503.424
10071577,42609,Yellow Cab,NEW YORK NY,16.52,446.74,229.9584
10071578,42610,Yellow Cab,NEW YORK NY,9.99,230.59,141.4584
10071579,42609,Yellow Cab,NEW YORK NY,40.8,1092.62,523.872
10071580,42615,Yellow Cab,NEW YORK NY,17,347.99,210.12
10071581,42618,Yellow Cab,NEW YORK NY,9.36,204.09,133.6608
10071582,42618,Yellow Cab,NEW YORK NY,22.8,522.51,292.752
